2023-11-14T16:45:51.581-05:00  INFO 37452 --- [restartedMain] c.z.s.m.AccountMaintenanceAppApplication : Starting AccountMaintenanceAppApplication using Java 19.0.1 with PID 37452 (C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes started by fengz in C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp)
2023-11-14T16:45:51.701-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\controller\AccountController.class]
2023-11-14T16:45:51.701-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\controller\AdminController.class]
2023-11-14T16:45:51.702-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\controller\CustomerController.class]
2023-11-14T16:45:51.703-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\controller\IndexController.class]
2023-11-14T16:45:51.704-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\controller\UserRegistrationController.class]
2023-11-14T16:45:51.704-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\CustomAuthenticationSuccessHandler.class]
2023-11-14T16:45:51.709-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\GlobalExceptionHandler.class]
2023-11-14T16:45:51.714-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\repository\AdminRepository.class]
2023-11-14T16:45:51.718-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\rest\AccountRestController.class]
2023-11-14T16:45:51.719-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\rest\CustomerRestController.class]
2023-11-14T16:45:51.726-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\SecurityConfig.class]
2023-11-14T16:45:51.727-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\service\AccountService.class]
2023-11-14T16:45:51.727-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\service\AdminService.class]
2023-11-14T16:45:51.728-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\service\CustomerService.class]
2023-11-14T16:45:51.728-05:00 DEBUG 37452 --- [restartedMain] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\service\UserRegistrationService.class]
2023-11-14T16:45:52.066-05:00  INFO 37452 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-11-14T16:45:52.073-05:00 DEBUG 37452 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Scanning for JPA repositories in packages com.zack.spring.mvc.repository.
2023-11-14T16:45:52.079-05:00 DEBUG 37452 --- [restartedMain] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\repository\AccountRepository.class]
2023-11-14T16:45:52.080-05:00 DEBUG 37452 --- [restartedMain] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\repository\CustomerRepository.class]
2023-11-14T16:45:52.080-05:00 DEBUG 37452 --- [restartedMain] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\fengz\eclipse-workspace\AccountMaintenanceApp\target\classes\com\zack\spring\mvc\repository\RoleRepository.class]
2023-11-14T16:45:52.112-05:00  INFO 37452 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 37 ms. Found 3 JPA repository interfaces.
2023-11-14T16:45:52.408-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'propertySourcesPlaceholderConfigurer'
2023-11-14T16:45:52.413-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'emBeanDefinitionRegistrarPostProcessor'
2023-11-14T16:45:52.413-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor'
2023-11-14T16:45:52.413-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.devtools.autoconfigure.DevToolsDataSourceAutoConfiguration$DatabaseShutdownExecutorEntityManagerFactoryDependsOnPostProcessor'
2023-11-14T16:45:52.437-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
2023-11-14T16:45:52.438-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'conversionServicePostProcessor'
2023-11-14T16:45:52.443-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'preserveErrorControllerTargetClassPostProcessor'
2023-11-14T16:45:52.444-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
2023-11-14T16:45:52.444-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionalEventListenerFactory'
2023-11-14T16:45:52.445-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
2023-11-14T16:45:52.447-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
2023-11-14T16:45:52.450-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalPersistenceAnnotationProcessor'
2023-11-14T16:45:52.450-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
2023-11-14T16:45:52.450-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder'
2023-11-14T16:45:52.451-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jdbcConnectionDetailsHikariBeanPostProcessor'
2023-11-14T16:45:52.455-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator'
2023-11-14T16:45:52.475-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'persistenceExceptionTranslationPostProcessor'
2023-11-14T16:45:52.484-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'persistenceExceptionTranslationPostProcessor' via factory method to bean named 'environment'
2023-11-14T16:45:52.487-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'webServerFactoryCustomizerBeanPostProcessor'
2023-11-14T16:45:52.488-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'errorPageRegistrarBeanPostProcessor'
2023-11-14T16:45:52.488-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'projectingArgumentResolverBeanPostProcessor'
2023-11-14T16:45:52.489-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2023-11-14T16:45:52.489-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration'
2023-11-14T16:45:52.495-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'transactionAttributeSource'
2023-11-14T16:45:52.499-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'transactionInterceptor'
2023-11-14T16:45:52.499-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'transactionInterceptor' via factory method to bean named 'transactionAttributeSource'
2023-11-14T16:45:52.505-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.transaction.config.internalTransactionAdvisor' via factory method to bean named 'transactionAttributeSource'
2023-11-14T16:45:52.505-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.transaction.config.internalTransactionAdvisor' via factory method to bean named 'transactionInterceptor'
2023-11-14T16:45:52.527-05:00 DEBUG 37452 --- [restartedMain] o.s.u.c.s.UiApplicationContextUtils      : Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@2b1680b8]
2023-11-14T16:45:52.528-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'tomcatServletWebServerFactory'
2023-11-14T16:45:52.528-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat'
2023-11-14T16:45:52.604-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'websocketServletWebServerCustomizer'
2023-11-14T16:45:52.604-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration'
2023-11-14T16:45:52.605-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'servletWebServerFactoryCustomizer'
2023-11-14T16:45:52.605-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration'
2023-11-14T16:45:52.606-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2023-11-14T16:45:52.612-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.BoundConfigurationProperties'
2023-11-14T16:45:52.627-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'servletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2023-11-14T16:45:52.629-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'sslBundleRegistry'
2023-11-14T16:45:52.629-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.ssl.SslAutoConfiguration'
2023-11-14T16:45:52.630-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'sslPropertiesSslBundleRegistrar'
2023-11-14T16:45:52.630-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.ssl-org.springframework.boot.autoconfigure.ssl.SslProperties'
2023-11-14T16:45:52.631-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'sslPropertiesSslBundleRegistrar' via factory method to bean named 'spring.ssl-org.springframework.boot.autoconfigure.ssl.SslProperties'
2023-11-14T16:45:52.632-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'sslBundleRegistry' via factory method to bean named 'sslPropertiesSslBundleRegistrar'
2023-11-14T16:45:52.638-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'tomcatServletWebServerFactoryCustomizer'
2023-11-14T16:45:52.639-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'tomcatServletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2023-11-14T16:45:52.639-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'tomcatWebServerFactoryCustomizer'
2023-11-14T16:45:52.639-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$TomcatWebServerFactoryCustomizerConfiguration'
2023-11-14T16:45:52.640-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'environment'
2023-11-14T16:45:52.640-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2023-11-14T16:45:52.642-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'localeCharsetMappingsCustomizer'
2023-11-14T16:45:52.642-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration'
2023-11-14T16:45:52.643-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration' via constructor to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2023-11-14T16:45:52.659-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'errorPageCustomizer'
2023-11-14T16:45:52.660-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration'
2023-11-14T16:45:52.660-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration' via constructor to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2023-11-14T16:45:52.661-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dispatcherServletRegistration'
2023-11-14T16:45:52.661-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration'
2023-11-14T16:45:52.661-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dispatcherServlet'
2023-11-14T16:45:52.661-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletConfiguration'
2023-11-14T16:45:52.662-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2023-11-14T16:45:52.664-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dispatcherServlet' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2023-11-14T16:45:52.674-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'dispatcherServlet'
2023-11-14T16:45:52.674-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2023-11-14T16:45:52.675-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'multipartConfigElement'
2023-11-14T16:45:52.675-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration'
2023-11-14T16:45:52.675-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
2023-11-14T16:45:52.678-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' via constructor to bean named 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
2023-11-14T16:45:52.682-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'errorPageCustomizer' via factory method to bean named 'dispatcherServletRegistration'
2023-11-14T16:45:52.744-05:00 DEBUG 37452 --- [restartedMain] .s.b.w.e.t.TomcatServletWebServerFactory : Code archive: C:\Users\fengz\.m2\repository\org\springframework\boot\spring-boot\3.1.5\spring-boot-3.1.5.jar
2023-11-14T16:45:52.744-05:00 DEBUG 37452 --- [restartedMain] .s.b.w.e.t.TomcatServletWebServerFactory : Code archive: C:\Users\fengz\.m2\repository\org\springframework\boot\spring-boot\3.1.5\spring-boot-3.1.5.jar
2023-11-14T16:45:52.745-05:00 DEBUG 37452 --- [restartedMain] .s.b.w.e.t.TomcatServletWebServerFactory : None of the document roots [src/main/webapp, public, static] point to a directory and will be ignored.
2023-11-14T16:45:52.837-05:00  INFO 37452 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2023-11-14T16:45:52.845-05:00  INFO 37452 --- [restartedMain] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-11-14T16:45:52.846-05:00  INFO 37452 --- [restartedMain] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.15]
2023-11-14T16:45:52.918-05:00  INFO 37452 --- [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-11-14T16:45:52.918-05:00 DEBUG 37452 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Published root WebApplicationContext as ServletContext attribute with name [org.springframework.web.context.WebApplicationContext.ROOT]
2023-11-14T16:45:52.918-05:00  INFO 37452 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1287 ms
2023-11-14T16:45:52.920-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'securityFilterChainRegistration'
2023-11-14T16:45:52.920-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.security.servlet.SecurityFilterAutoConfiguration'
2023-11-14T16:45:52.920-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.security-org.springframework.boot.autoconfigure.security.SecurityProperties'
2023-11-14T16:45:52.921-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'securityFilterChainRegistration' via factory method to bean named 'spring.security-org.springframework.boot.autoconfigure.security.SecurityProperties'
2023-11-14T16:45:52.926-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'requestContextFilter'
2023-11-14T16:45:52.927-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'formContentFilter'
2023-11-14T16:45:52.927-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration'
2023-11-14T16:45:52.929-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'characterEncodingFilter'
2023-11-14T16:45:52.934-05:00 DEBUG 37452 --- [restartedMain] o.s.b.w.s.ServletContextInitializerBeans : Mapping filters: springSecurityFilterChain urls=[/*] order=-100, characterEncodingFilter urls=[/*] order=-2147483648, formContentFilter urls=[/*] order=-9900, requestContextFilter urls=[/*] order=-105
2023-11-14T16:45:52.934-05:00 DEBUG 37452 --- [restartedMain] o.s.b.w.s.ServletContextInitializerBeans : Mapping servlets: dispatcherServlet urls=[/]
2023-11-14T16:45:52.955-05:00 DEBUG 37452 --- [restartedMain] o.s.b.w.s.f.OrderedRequestContextFilter  : Filter 'requestContextFilter' configured for use
2023-11-14T16:45:52.956-05:00 DEBUG 37452 --- [restartedMain] s.b.w.s.f.OrderedCharacterEncodingFilter : Filter 'characterEncodingFilter' configured for use
2023-11-14T16:45:52.956-05:00 DEBUG 37452 --- [restartedMain] .DelegatingFilterProxyRegistrationBean$1 : Filter 'springSecurityFilterChain' configured for use
2023-11-14T16:45:52.956-05:00 DEBUG 37452 --- [restartedMain] o.s.b.w.s.f.OrderedFormContentFilter     : Filter 'formContentFilter' configured for use
2023-11-14T16:45:52.962-05:00 DEBUG 37452 --- [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dataSourceScriptDatabaseInitializer'
